Title,Link
"জাহাঙ্গীরনগর বিশ্ববিদ্যালয়ে পাবলিক হেলথে মাস্টার্স, আবেদন ফি ১৫০০ টাকা",https://www.prothomalo.com/education/admission/hgo5q49ow2
জাহাঙ্গীরনগর বিশ্ববিদ্যালয় বিসিএস অফিসার্স ফোরামের কমিটি গঠন,https://www.prothomalo.com/bangladesh/cxeex7vs99
"জাহাঙ্গীরনগর বিশ্ববিদ্যালয়ে কেন্দ্রীয় ছাত্রদলের নেতারা, শাখা ছাত্রদলের দুই পক্ষের হাতাহাতি",https://www.prothomalo.com/bangladesh/district/sxg5fvsa0v
জাহাঙ্গীরনগর বিশ্ববিদ্যালয়ে কম্পিউটার সায়েন্সে এমএসসির সুযোগ,https://www.prothomalo.com/education/admission/j7etkclfwg
"জাহাঙ্গীরনগর বিশ্ববিদ্যালয়ে হল থেকে মেয়াদোত্তীর্ণদের সরাতে অভিযান, বিক্ষুব্ধদের প্রতিবাদ",https://www.prothomalo.com/bangladesh/district/80ntscuhsy
"জাহাঙ্গীরনগর বিশ্ববিদ্যালয়বাতিল ঘোষণা করা ‘পোষ্য কোটা’ ভিন্ন নামে ফিরছে, তবে যুক্ত হচ্ছে শর্ত",https://www.prothomalo.com/bangladesh/district/nn3rzm9icz
জাহাঙ্গীরনগর বিশ্ববিদ্যালয়ে প্রথম বর্ষের ক্লাস শুরু ২১ সেপ্টেম্বর,https://www.prothomalo.com/bangladesh/district/4fb19km06a
"জাহাঙ্গীরনগর বিশ্ববিদ্যালয়ে ফলিত গণিতে মাস্টার্স, সিজিপিএ–২.৫০ হলে আবেদন",https://www.prothomalo.com/education/admission/60eyobeyo0
শিক্ষা ক্যাডারে অন্তর্ভুক্তির দাবিতে জাহাঙ্গীরনগরে লোকপ্রশাসন বিভাগের শিক্ষার্থীদের মানববন্ধন,https://www.prothomalo.com/bangladesh/lyh3olwzo1
